"","UCM_Number","Canister","Class","Order","Family","Subfamily","Genus","Species","Element","Notes","Museum_Number","name"
"1","NSF-16-01A1","A1/L1","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","upper right tooth","","LACMP23-28065","Sylvilagus sp."
"2","NSF-16-01A2","A1/L1","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","lower right tooth","","LACMP23-28066","Sylvilagus sp."
"3","NSF-16-01A3","A1/L1","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","upper right tooth","","LACMP23-28067","Sylvilagus sp."
"4","NSF-16-01A4","A1/L1","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","upper right tooth","","LACMP23-28068","Sylvilagus sp."
"5","NSF-16-01A5","A1/L1","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","lower left tooth","","LACMP23-28069","Sylvilagus sp."
"6","NSF-16-01B","A1/L1","Mammalia","Carnivora","Canidae","","Canis","dirus","Juv. anterior dentary fragment w/ partially erupted premolar","","LACMP23-28346","Canis dirus"
"7","NSF-16-01C","A1/L1","Mammalia","Carnivora","cf. Mephitidae","","Mephitis","mephitis","lower left p4","","LACMP23-28070","Mephitis mephitis"
"8","NSF-16-01D","A1/L1","Mammalia","Rodentia/Lagomorpha","","","","","2 incisors","","LACMP23-28071; LACMP23-28072"," "
"9","NSF-16-02A","A1/L1","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","lower right tooth","","LACMP23-28074 ","Sylvilagus sp."
"10","NSF-16-02B","A1/L1","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","lower right tooth","","LACMP23-28075","Sylvilagus sp."
"11","NSF-16-02C","A1/L1","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","partial upper tooth","","LACMP23-28076","Sylvilagus sp."
"12","NSF-16-03","A1/L1","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus sp.","","right upper M1 (2 fragments)","","LACMP23-28077; LACMP23-28078","Microtus sp. "
"13","NSF-16-58","A1/L3","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","","lower left m1","posterior loop broken","LACMP23-28147","Microtus "
"14","NSF-16-59","A1/L3","Mammalia","Rodentia","Sciuridae","","Otospermophilus","cf. beecheyi","upper left M1/M2","","LACMP23-28148","Otospermophilus cf. beecheyi"
"15","NSF-16-60","A1/L3","Mammalia","Lagomorpha/Rodentia","","","","","incisor","","LACMP23-28149"," "
"16","NSF-16-61","A1/L3","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","upper left tooth","","LACMP23-28150","Sylvilagus sp."
"17","NSF-16-62","A1/L3","Mammalia","Rodentia","Cricetidae","Neotominae","Peromyscus","sp.","lower left m2","","LACMP23-28151","Peromyscus sp."
"18","NSF-16-141","A1/L4","Mammalia","Rodentia","Sciuridae","","Otospermophilus","cf. beecheyi","upper left M3","","LACMP23-28261","Otospermophilus cf. beecheyi"
"19","NSF-16-142","A1/L4","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","juv. Lower left tooth","","LACMP23-28262","Sylvilagus sp."
"20","NSF-16-143","A1/L4","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","lower left tooth","","LACMP23-28263","Sylvilagus sp."
"21","NSF-16-144","A1/L4","Mammalia","Carnivora","cf. Mustelidae","","Taxidea","taxus","incisor frag","","LACMP23-28264","Taxidea taxus"
"22","NSF-16-145a","A1/L4","Mammalia","Lagomorpha","Leporidae","","","","tooth frag","","LACMP23-28265"," "
"23","NSF-16-145b","A1/L4","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","cf. audubonii","partial lower left p3","","LACMP23-28266","Sylvilagus cf. audubonii"
"24","NSF-16-288","A1/L5","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","sp.","upper right M2","","LACMP23-28561","Microtus sp."
"25","NSF-16-289","A1/L5","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","right maxillary frag (lingual side)","","LACMP23-28562","Sylvilagus sp."
"26","NSF-16-290","A1/L5","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","juv. upper right P2","","LACMP23-28563","Sylvilagus sp."
"27","NSF-16-327","A1/L6","Mammalia","Rodentia","Sciuridae","","Neotamias","cf. merriami","lower left dp4","","LACMP23-28640","Neotamias cf. merriami"
"28","NSF-16-328","A1/L6","Mammalia","Rodentia","Sciuridae","","cf. Otospermophilus","beecheyi","upper left P4","large, unusualy elongte lingual lobe, looks more like O. varigatus","LACMP23-28641","cf. Otospermophilus beecheyi"
"29","NSF-16-329","A1/L6","Mammalia","Rodentia","Sciuridae","","cf. Neotamias","","maxillary frag","","LACMP23-28642","cf. Neotamias "
"30","NSF-16-330","A1/L6","Mammalia","Rodentia","Sciuridae","","Otospermophilus","cf. beecheyi","lower right p4","","LACMP23-28643","Otospermophilus cf. beecheyi"
"31","NSF-16-331","A1/L6","Mammalia","Rodentia","Sciuridae","","cf. Otospermophilus","beecheyi","lower left p4","heavily weathered, acid etching?","LACMP23-28644","cf. Otospermophilus beecheyi"
"32","NSF-16-332","A1/L6","Mammalia","Rodentia","Sciuridae","","cf. Otospermophilus","beecheyi","partial upper left M1/M2","","LACMP23-28645","cf. Otospermophilus beecheyi"
"33","NSF-16-334","A1/L6","Mammalia","Rodentia","Sciuridae","","cf. Otospermophilus","beecheyi","upper left P4","heavily weathered, acid etching?","LACMP23-28646","cf. Otospermophilus beecheyi"
"34","NSF-16-335","A1/L6","Mammalia","Rodentia","Sciuridae","","Otospermophilus","cf. beecheyi","lower left m3 frag","","LACMP23-28647","Otospermophilus cf. beecheyi"
"35","NSF-16-336","A1/L6","Mammalia","Rodentia","cf. Sciuridae","","","","tooth frag","","LACMP23-28648"," "
"36","NSF-16-337","A1/L6","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","sp.","lower right m1","occlusal surface of anterior loop broken","LACMP23-28649","Microtus sp."
"37","NSF-16-338","A1/L6","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","sp.","upper left M3","","LACMP23-28650","Microtus sp."
"38","NSF-16-339","A1/L6","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","sp.","upper right M3","","LACMP23-28651","Microtus sp."
"39","NSF-16-340","A1/L6","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","sp.","lower left m2","","LACMP23-28652","Microtus sp."
"40","NSF-16-341","A1/L6","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","sp.","molar frag","","LACMP23-28653","Microtus sp."
"41","NSF-16-342","A1/L6","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","sp.","upper right M2","","LACMP23-28654","Microtus sp."
"42","NSF-16-343","A1/L6","Mammalia","Rodentia","Cricetidae","Arvicolinae","cf. Microtus","sp.","lower right m2","small accessory anterior triangle present, occlusal surf. Poorly preserved","LACMP23-28655","cf. Microtus sp."
"43","NSF-16-344","A1/L6","Mammalia","Rodentia","Cricetidae","Neotominae","Neotoma","sp.","lower left m2?","poorly preserved, anterior broken","LACMP23-28656","Neotoma sp."
"44","NSF-16-345","A1/L6","Mammalia","Rodentia","Cricetidae","Neotominae","cf. Peromyscus","","upper right M1 frag","","LACMP23-28657","cf. Peromyscus "
"45","NSF-16-346","A1/L6","Mammalia","Rodentia","Cricetidae","Neotominae","","","molar frag","","LACMP23-28658"," "
"46","NSF-16-347","A1/L6","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","lower m3","","LACMP23-28659","Sylvilagus sp."
"47","NSF-16-348","A1/L6","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","lower m4","","LACMP23-28660","Sylvilagus sp."
"48","NSF-16-349","A1/L6","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","cf. audubonii","lower left p3","enamel band not well preserved","LACMP23-28661","Sylvilagus cf. audubonii"
"49","NSF-16-350","A1/L6","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","dentary frag with tooth","","LACMP23-28662","Sylvilagus sp."
"50","NSF-16-351","A1/L6","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","right anterior dentary frag","","LACMP23-28663","Sylvilagus sp."
"51","NSF-16-352","A1/L6","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","upper left tooth","","LACMP23-28664","Sylvilagus sp."
"52","NSF-16-353","A1/L6","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","upper tooth frag","","LACMP23-28665","Sylvilagus sp."
"53","NSF-16-354","A1/L6","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","upper tooth frag","","LACMP23-28666","Sylvilagus sp."
"54","NSF-16-355","A1/L6","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","juv lower tooth","","LACMP23-28667","Sylvilagus sp."
"55","NSF-16-356","A1/L6","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","juv lower tooth","","LACMP23-28668","Sylvilagus sp."
"56","NSF-16-357","A1/L6","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","lower left tooth","","LACMP23-28669","Sylvilagus sp."
"57","NSF-16-358","A1/L6","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","lower left tooth","","LACMP23-28670","Sylvilagus sp."
"58","NSF-16-359","A1/L6","Mammalia","Rodentia","Leporidae","","Sylvilagus","sp.","upper M3","","LACMP23-28671","Sylvilagus sp."
"59","NSF-16-360","A1/L6","Mammalia","Carnivora","cf. Mustelidae","","Taxidea","taxus","incisor frag","","LACMP23-28672","Taxidea taxus"
"60","NSF-16-361","A1/L7","Mammalia","Rodentia","Cricetidae","Arvicolinae","cf. Microtus","","upper right M1","triangles much more splayed and gracile than typical","LACMP23-28673","cf. Microtus "
"61","NSF-16-362","A1/L7","Mammalia","Rodentia","Cricetidae","Neotominae","Peromyscus","sp.","right dentary w/ m2","m2 moderately worn","LACMP23-28674","Peromyscus sp."
"62","NSF-16-363","A1/L7","Mammalia","Rodentia","Cricetidae","Neotominae","Peromyscus","sp.","lower right m2","moderately worn, possibly asscoiated w/ NSF-16-362","LACMP23-28675","Peromyscus sp."
"63","NSF-16-364","A1/L7","Mammalia","Rodentia","Sciuridae","","Otospermophilus","cf. beecheyi","upper left M3","","LACMP23-28676","Otospermophilus cf. beecheyi"
"64","NSF-16-365","A1/L7","Mammalia","Rodentia","Sciuridae","","cf. Otospermophilus","beecheyi","lower left p4/m1","poorly preserved","LACMP23-28677","cf. Otospermophilus beecheyi"
"65","NSF-16-366","A1/L7","Mammalia","Carnivora","Mephitidae","","Mephitis","mephitis","lower right m2","","LACMP23-28678","Mephitis mephitis"
"66","NSF-16-367","A1/L7","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","upper right tooth","","LACMP23-28679","Sylvilagus sp."
"67","NSF-16-368","A1/L7","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","upper tooth frag","","LACMP23-28680","Sylvilagus sp."
"68","NSF-16-369","A1/L7","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","upper tooth frag","","LACMP23-28681","Sylvilagus sp."
"69","NSF-16-370","A1/L7","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","lower left tooth","","LACMP23-28682","Sylvilagus sp."
"70","NSF-16-371","A1/L7","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","lower right tooth","","LACMP23-28683","Sylvilagus sp."
"71","NSF-16-417","A1/L9+10","Mammalia","Rodentia","Cricetidae","Neotominae","","","anterior dentary frag","","LACMP23-29227"," "
"72","NSF-16-418","A1/L9+10","Mammalia","Rodentia","cf. Heteromyidae","","","","tooth ","","LACMP23-29228"," "
"73","NSF-16-419","A1/L9+10","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","audubonii","lower left p3","","LACMP23-29229","Sylvilagus audubonii"
"74","NSF-16-420","A1/L9+10","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","juv. lower left tooth","","LACMP23-29230","Sylvilagus sp."
"75","NSF-16-421","A1/L9+10","Mammalia","Lagomorpha","Leporidae","","","","tooth frag","","LACMP23-29231"," "
"76","NSF-16-422","A1/L9+10","Mammalia","Rodentia","","","","","lower inciosr","","LACMP23-29232"," "
"77","NSF-16-04","A2/L2","Mammalia","Rodentia","Sciuridae","","Otospermophilus","cf. beecheyi","left maxilla and P4","","LACMP23-28073","Otospermophilus cf. beecheyi"
"78","NSF-16-05A","A2/L2","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","upper tooth frag","","LACMP23-28080","Sylvilagus sp."
"79","NSF-16-05B","A2/L2","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","upper tooth frag","","LACMP23-28081","Sylvilagus sp."
"80","NSF-16-06","A2/L2","Mammalia","Rodentia","Sciuridae","","Otospermophilus","cf. beecheyi","upper left M3","","LACMP23-28079","Otospermophilus cf. beecheyi"
"81","NSF-16-07","A2/L2","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","bachmani","lower right p3","","LACMP23-28082","Sylvilagus bachmani"
"82","NSF-16-08","A2/L2","Mammalia","Rodentia","Sciuridae","","Otospermophilus","cf. beecheyi","lower right m1 ","","LACMP23-28083","Otospermophilus cf. beecheyi"
"83","NSF-16-09","A2/L2","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","audubonii","lower left p3","","LACMP23-28084","Sylvilagus audubonii"
"84","NSF-16-10","A2/L2","Mammalia","Rodentia","Sciuridae","","Otospermophilus","cf. beecheyi","lower right m1","","LACMP23-28085","Otospermophilus cf. beecheyi"
"85","NSF-16-11","A2/L2","Mammalia","Lagomorpha","Leporidae","","cf. Sylvilagus","","upper incisor","","LACMP23-28086","cf. Sylvilagus "
"86","NSF-16-12","A2/L2","Mammalia","Rodentia/Lagomorpha","","","","","misc. incisors","","LACMP23-28087; LACMP23-28088; LACMP23-28089; LACMP23-28090; LACMP23-28091; LACMP23-28092"," "
"87","NSF-16-13","A2/L2","Mammalia","Rodentia/Lagomorpha","","","","","incisor","","LACMP23-28093"," "
"88","NSF-16-63","A2/L3","Mammalia","Carnivora","Mustelidae","","Mustela","frenata","dentary with m1 and p3","missing coronoid process; p3 found in mesh 16; p2 alveolus absent","LACMP23-28152","Mustela frenata"
"89","NSF-16-64","A2/L3","Mammalia","Carnivora","Canidae","","Canis","latrans","upper right P1","","LACMP23-28153","Canis latrans"
"90","NSF-16-65","A2/L3","Aves","","","","","","beak","","LACMP23-28177"," "
"91","NSF-16-66","A2/L3","Mammalia","Carnivora","Canidae","","Canis","latrans","upper partial incisor","","LACMP23-28154","Canis latrans"
