name	longitude	latitude	issues	prov	key	scientificName	datasetKey	publishingOrgKey	installationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	hostingOrganizationKey	basisOfRecord	occurrenceStatus	sex	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	coordinateUncertaintyInMeters	continent	stateProvince	year	month	day	eventDate	lastInterpreted	license	isInCluster	geodeticDatum	class	countryCode	country	identifier	georeferencedDate	recordNumber	higherGeography	verbatimEventDate	institutionID	georeferencedBy	georeferenceProtocol	georeferenceVerificationStatus	county	locality	gbifID	collectionCode	language	occurrenceID	type	preparations	catalogNumber	recordedBy	institutionCode	startDayOfYear	collectionID	higherClassification	georeferenceSources	lifeStage	dynamicProperties	reproductiveCondition	occurrenceRemarks	verbatimElevation	otherCatalogNumbers	georeferenceRemarks	occID
Neotamias merriami (J.A.Allen, 1889)	-120.03250167590244	35.083035309686394	cdrep,txmathi	gbif	583444760	Neotamias merriami (J.A.Allen, 1889)	6ce7290f-47f6-4046-8356-371f5b6749df	66522820-055c-11d8-b84e-b8a03c50a862	a43950ae-eb88-4ef4-bfff-43bcf12885ad	US	DWC_ARCHIVE	2021-06-01T23:41:10.386+00:00	2021-06-01T23:41:34.487+00:00	490	66522820-055c-11d8-b84e-b8a03c50a862	PRESERVED_SPECIMEN	PRESENT	MALE	4972386	1	44	359	1459	9456	2437422	2437444	2437444	Tamias merriami J.A.Allen, 1889	Animalia	Chordata	Rodentia	Sciuridae	Tamias	Tamias merriami	Neotamias	merriami	SPECIES	SYNONYM	LC	1609	NORTH_AMERICA	California	1909	12	11	1909-12-11	2021-06-01T23:41:34.487+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	FALSE	WGS84	Mammalia	US	United States of America	urn:catalog:CAS:MAM:85	http://grscicoll.org/institutional-collection/mammalogy-0	65	North America; USA; California; Santa Barbara Co.	11 Dec 1909	http://grscicoll.org/institution/california-academy-sciences	http://grscicoll.org/institution/california-academy-sciences	2001-11-16 00:00:00.0	unverified	Santa Barbara Co.	Cuyama Plain	583444760	CASMAM	en	urn:catalog:CAS:MAM:85	PhysicalObject	SN	85	NA	CASC	345	http://grscicoll.org/institutional-collection/mammalogy-0	Animalia; Chordata; Mammalia; Rodentia; Sciuridae	Terrain Navigator 3.02 USGS 1:100,000	NA	NA	NA	NA	NA	NA	point is in Cuyama Valley.	11
Neotamias merriami (J.A.Allen, 1889)	-122.23281867523188	37.38345149039473	cdrep,txmathi	gbif	583447787	Neotamias merriami (J.A.Allen, 1889)	6ce7290f-47f6-4046-8356-371f5b6749df	66522820-055c-11d8-b84e-b8a03c50a862	a43950ae-eb88-4ef4-bfff-43bcf12885ad	US	DWC_ARCHIVE	2021-06-01T23:41:10.386+00:00	2021-06-01T23:41:31.906+00:00	490	66522820-055c-11d8-b84e-b8a03c50a862	PRESERVED_SPECIMEN	PRESENT	MALE	4972386	1	44	359	1459	9456	2437422	2437444	2437444	Tamias merriami J.A.Allen, 1889	Animalia	Chordata	Rodentia	Sciuridae	Tamias	Tamias merriami	Neotamias	merriami	SPECIES	SYNONYM	LC	2427	NORTH_AMERICA	California	1908	2	16	1908-02-16	2021-06-01T23:41:31.906+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	FALSE	WGS84	Mammalia	US	United States of America	urn:catalog:CAS:MAM:1293	http://grscicoll.org/institutional-collection/mammalogy-0	2	North America; USA; California; San Mateo Co.	16 Feb 1908	http://grscicoll.org/institution/california-academy-sciences	http://grscicoll.org/institution/california-academy-sciences	2002-12-22 00:00:00.0	unverified	San Mateo Co.	Portola	583447787	CASMAM	en	urn:catalog:CAS:MAM:1293	PhysicalObject	SN	1293	J. Rowley	CASC	47	http://grscicoll.org/institutional-collection/mammalogy-0	Animalia; Chordata; Mammalia; Rodentia; Sciuridae	Terrain Navigator 5.03 USGS 1:24,000	NA	NA	NA	NA	NA	NA	NA	12
Neotamias merriami (J.A.Allen, 1889)	-122.25556641405332	37.16446632847607	cdrep,txmathi	gbif	583501597	Neotamias merriami (J.A.Allen, 1889)	6ce7290f-47f6-4046-8356-371f5b6749df	66522820-055c-11d8-b84e-b8a03c50a862	a43950ae-eb88-4ef4-bfff-43bcf12885ad	US	DWC_ARCHIVE	2021-06-01T23:41:10.386+00:00	2021-06-01T23:41:34.175+00:00	490	66522820-055c-11d8-b84e-b8a03c50a862	PRESERVED_SPECIMEN	PRESENT	FEMALE	4972386	1	44	359	1459	9456	2437422	2437444	2437444	Tamias merriami J.A.Allen, 1889	Animalia	Chordata	Rodentia	Sciuridae	Tamias	Tamias merriami	Neotamias	merriami	SPECIES	SYNONYM	LC	7743	NORTH_AMERICA	California	1905	4	21	1905-04-21	2021-06-01T23:41:34.175+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	FALSE	WGS84	Mammalia	US	United States of America	urn:catalog:CAS:MAM:18420	http://grscicoll.org/institutional-collection/mammalogy-0	NA	North America; USA; California; Santa Cruz Co.	21 Apr 1905	http://grscicoll.org/institution/california-academy-sciences	http://grscicoll.org/institution/california-academy-sciences	2002-12-05 00:00:00.0	unverified	Santa Cruz Co.	Big Trees	583501597	CASMAM	en	urn:catalog:CAS:MAM:18420	PhysicalObject	SN	18420	A. Forrer	CASC	111	http://grscicoll.org/institutional-collection/mammalogy-0	Animalia; Chordata; Mammalia; Rodentia; Sciuridae	Terrain Navigator 3.02 USGS 1:24,000	NA	NA	NA	NA	NA	SU 1683	NA	13
Neotamias merriami (J.A.Allen, 1889)	-121.69827174453067	36.17495452140891	cdrep,txmathi	gbif	583448103	Neotamias merriami (J.A.Allen, 1889)	6ce7290f-47f6-4046-8356-371f5b6749df	66522820-055c-11d8-b84e-b8a03c50a862	a43950ae-eb88-4ef4-bfff-43bcf12885ad	US	DWC_ARCHIVE	2021-06-01T23:41:10.386+00:00	2021-06-01T23:41:31.879+00:00	490	66522820-055c-11d8-b84e-b8a03c50a862	PRESERVED_SPECIMEN	PRESENT	FEMALE	4972386	1	44	359	1459	9456	2437422	2437444	2437444	Tamias merriami J.A.Allen, 1889	Animalia	Chordata	Rodentia	Sciuridae	Tamias	Tamias merriami	Neotamias	merriami	SPECIES	SYNONYM	LC	372	NORTH_AMERICA	California	1905	6	21	1905-06-21	2021-06-01T23:41:31.879+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	FALSE	WGS84	Mammalia	US	United States of America	urn:catalog:CAS:MAM:1419	http://grscicoll.org/institutional-collection/mammalogy-0	310	North America; USA; California; Monterey Co.	21 Jun 1905	http://grscicoll.org/institution/california-academy-sciences	http://grscicoll.org/institution/california-academy-sciences	2002-10-23 00:00:00.0	unverified	Monterey Co.	Partington Point Canyon	583448103	CASMAM	en	urn:catalog:CAS:MAM:1419	PhysicalObject	SS	1419	H. O. Jenkins	CASC	172	http://grscicoll.org/institutional-collection/mammalogy-0	Animalia; Chordata; Mammalia; Rodentia; Sciuridae	Terrain Navigator 3.02 USGS 1:24,000	NA	NA	NA	NA	NA	NA	NA	14
Neotamias merriami (J.A.Allen, 1889)	-121.88133851474062	36.39651761163867	cdrep,txmathi	gbif	583501593	Neotamias merriami (J.A.Allen, 1889)	6ce7290f-47f6-4046-8356-371f5b6749df	66522820-055c-11d8-b84e-b8a03c50a862	a43950ae-eb88-4ef4-bfff-43bcf12885ad	US	DWC_ARCHIVE	2021-06-01T23:41:10.386+00:00	2021-06-01T23:41:34.178+00:00	490	66522820-055c-11d8-b84e-b8a03c50a862	PRESERVED_SPECIMEN	PRESENT	FEMALE	4972386	1	44	359	1459	9456	2437422	2437444	2437444	Tamias merriami J.A.Allen, 1889	Animalia	Chordata	Rodentia	Sciuridae	Tamias	Tamias merriami	Neotamias	merriami	SPECIES	SYNONYM	LC	2684	NORTH_AMERICA	California	1905	10	23	1905-10-23	2021-06-01T23:41:34.178+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	FALSE	WGS84	Mammalia	US	United States of America	urn:catalog:CAS:MAM:18419	http://grscicoll.org/institutional-collection/mammalogy-0	NA	North America; USA; California; Monterey Co.	23 Oct 1905	http://grscicoll.org/institution/california-academy-sciences	http://grscicoll.org/institution/california-academy-sciences	2002-10-23 00:00:00.0	unverified	Monterey Co.	Palos Colorados Canyon	583501593	CASMAM	en	urn:catalog:CAS:MAM:18419	PhysicalObject	SS	18419	J. Rowely	CASC	296	http://grscicoll.org/institutional-collection/mammalogy-0	Animalia; Chordata; Mammalia; Rodentia; Sciuridae	Terrain Navigator 3.02 USGS 1:24,000	NA	NA	NA	NA	NA	SU 3104	NA	15
Neotamias merriami (J.A.Allen, 1889)	-122.15895663216637	37.35415275525682	cdrep,txmathi	gbif	583448098	Neotamias merriami (J.A.Allen, 1889)	6ce7290f-47f6-4046-8356-371f5b6749df	66522820-055c-11d8-b84e-b8a03c50a862	a43950ae-eb88-4ef4-bfff-43bcf12885ad	US	DWC_ARCHIVE	2021-06-01T23:41:10.386+00:00	2021-06-01T23:41:31.878+00:00	490	66522820-055c-11d8-b84e-b8a03c50a862	PRESERVED_SPECIMEN	PRESENT	FEMALE	4972386	1	44	359	1459	9456	2437422	2437444	2437444	Tamias merriami J.A.Allen, 1889	Animalia	Chordata	Rodentia	Sciuridae	Tamias	Tamias merriami	Neotamias	merriami	SPECIES	SYNONYM	LC	908	NORTH_AMERICA	California	1904	3	31	1904-03-31	2021-06-01T23:41:31.878+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	FALSE	WGS84	Mammalia	US	United States of America	urn:catalog:CAS:MAM:1417	http://grscicoll.org/institutional-collection/mammalogy-0	63	North America; USA; California; Santa Clara Co.	31 Mar 1904	http://grscicoll.org/institution/california-academy-sciences	http://grscicoll.org/institution/california-academy-sciences	2003-01-16 00:00:00.0	unverified	Santa Clara Co.	Hidden Villa (near Stanford University)	583448098	CASMAM	en	urn:catalog:CAS:MAM:1417	PhysicalObject	SS	1417	H. O. Jenkins	CASC	91	http://grscicoll.org/institutional-collection/mammalogy-0	Animalia; Chordata; Mammalia; Rodentia; Sciuridae	Terrain Navigator 5.03 USGS 1:24,000	NA	NA	NA	NA	NA	NA	Junction extent assumed to be 300 ft..	16
Neotamias merriami (J.A.Allen, 1889)	-122.1436458246875	37.317803707938864	cdrep,txmathi	gbif	583448096	Neotamias merriami (J.A.Allen, 1889)	6ce7290f-47f6-4046-8356-371f5b6749df	66522820-055c-11d8-b84e-b8a03c50a862	a43950ae-eb88-4ef4-bfff-43bcf12885ad	US	DWC_ARCHIVE	2021-06-01T23:41:10.386+00:00	2021-06-01T23:41:31.878+00:00	490	66522820-055c-11d8-b84e-b8a03c50a862	PRESERVED_SPECIMEN	PRESENT	MALE	4972386	1	44	359	1459	9456	2437422	2437444	2437444	Tamias merriami J.A.Allen, 1889	Animalia	Chordata	Rodentia	Sciuridae	Tamias	Tamias merriami	Neotamias	merriami	SPECIES	SYNONYM	LC	762	NORTH_AMERICA	California	1904	6	4	1904-06-04	2021-06-01T23:41:31.878+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	FALSE	WGS84	Mammalia	US	United States of America	urn:catalog:CAS:MAM:1416	http://grscicoll.org/institutional-collection/mammalogy-0	63A	North America; USA; California; Santa Clara Co.	4 Jun 1904	http://grscicoll.org/institution/california-academy-sciences	http://grscicoll.org/institution/california-academy-sciences	2003-01-16 00:00:00.0	unverified	Santa Clara Co.	Black Mountain	583448096	CASMAM	en	urn:catalog:CAS:MAM:1416	PhysicalObject	SS	1416	H. O. Jenkins	CASC	156	http://grscicoll.org/institutional-collection/mammalogy-0	Animalia; Chordata; Mammalia; Rodentia; Sciuridae	Terrain Navigator 3.02 USGS 1:24,000	NA	NA	NA	NA	NA	NA	NA	17
Neotamias merriami (J.A.Allen, 1889)	-122.16982505954033	37.21049595784619	cdrep,txmathi	gbif	583448101	Neotamias merriami (J.A.Allen, 1889)	6ce7290f-47f6-4046-8356-371f5b6749df	66522820-055c-11d8-b84e-b8a03c50a862	a43950ae-eb88-4ef4-bfff-43bcf12885ad	US	DWC_ARCHIVE	2021-06-01T23:41:10.386+00:00	2021-06-01T23:41:31.879+00:00	490	66522820-055c-11d8-b84e-b8a03c50a862	PRESERVED_SPECIMEN	PRESENT	FEMALE	4972386	1	44	359	1459	9456	2437422	2437444	2437444	Tamias merriami J.A.Allen, 1889	Animalia	Chordata	Rodentia	Sciuridae	Tamias	Tamias merriami	Neotamias	merriami	SPECIES	SYNONYM	LC	4070	NORTH_AMERICA	California	1903	7	17	1903-07-17	2021-06-01T23:41:31.879+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	FALSE	WGS84	Mammalia	US	United States of America	urn:catalog:CAS:MAM:1418	http://grscicoll.org/institutional-collection/mammalogy-0	30	North America; USA; California; San Mateo Co.	17 Jul 1903	http://grscicoll.org/institution/california-academy-sciences	http://grscicoll.org/institution/california-academy-sciences	2002-12-22 00:00:00.0	unverified	San Mateo Co.	Head Pescadero Creek Basin	583448101	CASMAM	en	urn:catalog:CAS:MAM:1418	PhysicalObject	SS	1418	H. O. Jenkins	CASC	198	http://grscicoll.org/institutional-collection/mammalogy-0	Animalia; Chordata; Mammalia; Rodentia; Sciuridae	Terrain Navigator 5.03 USGS 1:24,000	NA	NA	NA	NA	NA	NA	NA	18
Neotamias merriami (J.A.Allen, 1889)	-122.17966744768502	37.381451966627836	cdrep,txmathi	gbif	583449835	Neotamias merriami (J.A.Allen, 1889)	6ce7290f-47f6-4046-8356-371f5b6749df	66522820-055c-11d8-b84e-b8a03c50a862	a43950ae-eb88-4ef4-bfff-43bcf12885ad	US	DWC_ARCHIVE	2021-06-01T23:41:10.386+00:00	2021-06-01T23:41:34.990+00:00	490	66522820-055c-11d8-b84e-b8a03c50a862	PRESERVED_SPECIMEN	PRESENT	MALE	4972386	1	44	359	1459	9456	2437422	2437444	2437444	Tamias merriami J.A.Allen, 1889	Animalia	Chordata	Rodentia	Sciuridae	Tamias	Tamias merriami	Neotamias	merriami	SPECIES	SYNONYM	LC	14468	NORTH_AMERICA	California	1901	7	19	1901-07-19	2021-06-01T23:41:34.990+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	FALSE	WGS84	Mammalia	US	United States of America	urn:catalog:CAS:MAM:2098	http://grscicoll.org/institutional-collection/mammalogy-0	870	North America; USA; California; Santa Clara Co.	19 Jul 1901	http://grscicoll.org/institution/california-academy-sciences	http://grscicoll.org/institution/california-academy-sciences	2003-01-16 00:00:00.0	unverified	Santa Clara Co.	Palo Alto	583449835	CASMAM	en	urn:catalog:CAS:MAM:2098	PhysicalObject	SN	2098	T. J. Hoover	CASC	200	http://grscicoll.org/institutional-collection/mammalogy-0	Animalia; Chordata; Mammalia; Rodentia; Sciuridae	TIGER census data layer 2000	NA	NA	NA	NA	NA	NA	NA	19
Neotamias merriami (J.A.Allen, 1889)	-122.18682607429324	37.26042467244095	cdrep,txmathi	gbif	583501469	Neotamias merriami (J.A.Allen, 1889)	6ce7290f-47f6-4046-8356-371f5b6749df	66522820-055c-11d8-b84e-b8a03c50a862	a43950ae-eb88-4ef4-bfff-43bcf12885ad	US	DWC_ARCHIVE	2021-06-01T23:41:10.386+00:00	2021-06-01T23:41:34.213+00:00	490	66522820-055c-11d8-b84e-b8a03c50a862	PRESERVED_SPECIMEN	PRESENT	MALE	4972386	1	44	359	1459	9456	2437422	2437444	2437444	Tamias merriami J.A.Allen, 1889	Animalia	Chordata	Rodentia	Sciuridae	Tamias	Tamias merriami	Neotamias	merriami	SPECIES	SYNONYM	LC	21	NORTH_AMERICA	California	1895	4	7	1895-04-07	2021-06-01T23:41:34.213+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	FALSE	WGS84	Mammalia	US	United States of America	urn:catalog:CAS:MAM:18385	http://grscicoll.org/institutional-collection/mammalogy-0	NA	North America; USA; California; San Mateo Co.	7 Apr 1895	http://grscicoll.org/institution/california-academy-sciences	http://grscicoll.org/institution/california-academy-sciences	2002-12-22 00:00:00.0	unverified	San Mateo Co.	Page Mill	583501469	CASMAM	en	urn:catalog:CAS:MAM:18385	PhysicalObject	SS	18385	N. G. Buxton	CASC	97	http://grscicoll.org/institutional-collection/mammalogy-0	Animalia; Chordata; Mammalia; Rodentia; Sciuridae	Terrain Navigator 5.03 USGS 1:24,000	NA	NA	NA	NA	NA	SU 1807	NA	20
Neotamias merriami (J.A.Allen, 1889)	-118.843012452921	35.81109525837114	cdrep,txmathi	gbif	583501216	Neotamias merriami (J.A.Allen, 1889)	6ce7290f-47f6-4046-8356-371f5b6749df	66522820-055c-11d8-b84e-b8a03c50a862	a43950ae-eb88-4ef4-bfff-43bcf12885ad	US	DWC_ARCHIVE	2021-06-01T23:41:10.386+00:00	2021-06-01T23:41:34.230+00:00	490	66522820-055c-11d8-b84e-b8a03c50a862	PRESERVED_SPECIMEN	PRESENT	FEMALE	4972386	1	44	359	1459	9456	2437422	2437444	2437444	Tamias merriami J.A.Allen, 1889	Animalia	Chordata	Rodentia	Sciuridae	Tamias	Tamias merriami	Neotamias	merriami	SPECIES	SYNONYM	LC	1609	NORTH_AMERICA	California	1895	7	19	1895-07-19	2021-06-01T23:41:34.230+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	FALSE	WGS84	Mammalia	US	United States of America	urn:catalog:CAS:MAM:18316	http://grscicoll.org/institutional-collection/mammalogy-0	NA	North America; USA; California; Tulare Co.	19 Jul 1895	http://grscicoll.org/institution/california-academy-sciences	http://grscicoll.org/institution/california-academy-sciences	2002-10-18 00:00:00.0	unverified	Tulare Co.	White River	583501216	CASMAM	en	urn:catalog:CAS:MAM:18316	PhysicalObject	SS	18316	G. B. Culver	CASC	200	http://grscicoll.org/institutional-collection/mammalogy-0	Animalia; Chordata; Mammalia; Rodentia; Sciuridae	Terrain Navigator 3.02 USGS 1:24,000	NA	NA	NA	NA	NA	SU 2202	NA	21
Neotamias merriami (J.A.Allen, 1889)	-122.27015865742254	37.315712731699364	cdrep,txmathi	gbif	583501408	Neotamias merriami (J.A.Allen, 1889)	6ce7290f-47f6-4046-8356-371f5b6749df	66522820-055c-11d8-b84e-b8a03c50a862	a43950ae-eb88-4ef4-bfff-43bcf12885ad	US	DWC_ARCHIVE	2021-06-01T23:41:10.386+00:00	2021-06-01T23:41:34.221+00:00	490	66522820-055c-11d8-b84e-b8a03c50a862	PRESERVED_SPECIMEN	PRESENT	MALE	4972386	1	44	359	1459	9456	2437422	2437444	2437444	Tamias merriami J.A.Allen, 1889	Animalia	Chordata	Rodentia	Sciuridae	Tamias	Tamias merriami	Neotamias	merriami	SPECIES	SYNONYM	LC	1099	NORTH_AMERICA	California	1895	11	9	1895-11-09	2021-06-01T23:41:34.221+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	FALSE	WGS84	Mammalia	US	United States of America	urn:catalog:CAS:MAM:18371	http://grscicoll.org/institutional-collection/mammalogy-0	NA	North America; USA; California; San Mateo Co.	9 Nov 1895	http://grscicoll.org/institution/california-academy-sciences	http://grscicoll.org/institution/california-academy-sciences	2002-12-22 00:00:00.0	unverified	San Mateo Co.	La Honda	583501408	CASMAM	en	urn:catalog:CAS:MAM:18371	PhysicalObject	SS	18371	Zoology Club	CASC	313	http://grscicoll.org/institutional-collection/mammalogy-0	Animalia; Chordata; Mammalia; Rodentia; Sciuridae	Terrain Navigator 5.03 USGS 1:24,000	NA	NA	NA	NA	NA	SU 2189	NA	22
Neotamias merriami (J.A.Allen, 1889)	-122.13260707154022	37.43558112095827	cdrep,txmathi	gbif	583501479	Neotamias merriami (J.A.Allen, 1889)	6ce7290f-47f6-4046-8356-371f5b6749df	66522820-055c-11d8-b84e-b8a03c50a862	a43950ae-eb88-4ef4-bfff-43bcf12885ad	US	DWC_ARCHIVE	2021-06-01T23:41:10.386+00:00	2021-06-01T23:41:34.213+00:00	490	66522820-055c-11d8-b84e-b8a03c50a862	PRESERVED_SPECIMEN	PRESENT	FEMALE	4972386	1	44	359	1459	9456	2437422	2437444	2437444	Tamias merriami J.A.Allen, 1889	Animalia	Chordata	Rodentia	Sciuridae	Tamias	Tamias merriami	Neotamias	merriami	SPECIES	SYNONYM	LC	6437	NORTH_AMERICA	California	1894	3	28	1894-03-28	2021-06-01T23:41:34.213+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	FALSE	WGS84	Mammalia	US	United States of America	urn:catalog:CAS:MAM:18388	http://grscicoll.org/institutional-collection/mammalogy-0	NA	North America; USA; California; Santa Clara Co.	28 Mar 1894	http://grscicoll.org/institution/california-academy-sciences	http://grscicoll.org/institution/california-academy-sciences	2003-01-16 00:00:00.0	unverified	Santa Clara Co.	Near Palo Alto	583501479	CASMAM	en	urn:catalog:CAS:MAM:18388	PhysicalObject	SS	18388	R. L. Wilbur	CASC	87	http://grscicoll.org/institutional-collection/mammalogy-0	Animalia; Chordata; Mammalia; Rodentia; Sciuridae	Terrain Navigator 3.02 USGS 1:24,000	NA	NA	NA	NA	NA	SU 1371	NA	23
Neotamias merriami (J.A.Allen, 1889)	-121.95874750301152	36.98782282681472	cdrep,txmathi	gbif	583501558	Neotamias merriami (J.A.Allen, 1889)	6ce7290f-47f6-4046-8356-371f5b6749df	66522820-055c-11d8-b84e-b8a03c50a862	a43950ae-eb88-4ef4-bfff-43bcf12885ad	US	DWC_ARCHIVE	2021-06-01T23:41:10.386+00:00	2021-06-01T23:41:34.180+00:00	490	66522820-055c-11d8-b84e-b8a03c50a862	PRESERVED_SPECIMEN	PRESENT	MALE	4972386	1	44	359	1459	9456	2437422	2437444	2437444	Tamias merriami J.A.Allen, 1889	Animalia	Chordata	Rodentia	Sciuridae	Tamias	Tamias merriami	Neotamias	merriami	SPECIES	SYNONYM	LC	3166	NORTH_AMERICA	California	1894	4	16	1894-04-16	2021-06-01T23:41:34.180+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	FALSE	WGS84	Mammalia	US	United States of America	urn:catalog:CAS:MAM:18410	http://grscicoll.org/institutional-collection/mammalogy-0	NA	North America; USA; California; Santa Cruz Co.	16 Apr 1894	http://grscicoll.org/institution/california-academy-sciences	http://grscicoll.org/institution/california-academy-sciences	2002-12-05 00:00:00.0	unverified	Santa Cruz Co.	Vicinity Soquel	583501558	CASMAM	en	urn:catalog:CAS:MAM:18410	PhysicalObject	SS	18410	T. Hickey	CASC	106	http://grscicoll.org/institutional-collection/mammalogy-0	Animalia; Chordata; Mammalia; Rodentia; Sciuridae	Terrain Navigator 3.02 USGS 1:24,000	NA	NA	NA	NA	NA	SU 1375	NA	24
Neotamias merriami (J.A.Allen, 1889)	-121.73531632185235	36.48701655427222	cdrep,txmathi	gbif	583501589	Neotamias merriami (J.A.Allen, 1889)	6ce7290f-47f6-4046-8356-371f5b6749df	66522820-055c-11d8-b84e-b8a03c50a862	a43950ae-eb88-4ef4-bfff-43bcf12885ad	US	DWC_ARCHIVE	2021-06-01T23:41:10.386+00:00	2021-06-01T23:41:34.178+00:00	490	66522820-055c-11d8-b84e-b8a03c50a862	PRESERVED_SPECIMEN	PRESENT	NA	4972386	1	44	359	1459	9456	2437422	2437444	2437444	Tamias merriami J.A.Allen, 1889	Animalia	Chordata	Rodentia	Sciuridae	Tamias	Tamias merriami	Neotamias	merriami	SPECIES	SYNONYM	LC	1999	NORTH_AMERICA	California	1894	8	16	1894-08-16	2021-06-01T23:41:34.178+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	FALSE	WGS84	Mammalia	US	United States of America	urn:catalog:CAS:MAM:18418	http://grscicoll.org/institutional-collection/mammalogy-0	NA	North America; USA; California; Monterey Co.	16 Aug 1894	http://grscicoll.org/institution/california-academy-sciences	http://grscicoll.org/institution/california-academy-sciences	2002-10-23 00:00:00.0	unverified	Monterey Co.	Carmel Valley	583501589	CASMAM	en	urn:catalog:CAS:MAM:18418	PhysicalObject	SS	18418	C. Boxmeyer	CASC	228	http://grscicoll.org/institutional-collection/mammalogy-0	Animalia; Chordata; Mammalia; Rodentia; Sciuridae	Terrain Navigator 3.02 USGS 1:24,000	NA	NA	NA	NA	NA	SU 1605	NA	25
Neotamias merriami (J.A.Allen, 1889)	-122.24579921208856	37.402550951348516	cdrep,txmathi	gbif	583501418	Neotamias merriami (J.A.Allen, 1889)	6ce7290f-47f6-4046-8356-371f5b6749df	66522820-055c-11d8-b84e-b8a03c50a862	a43950ae-eb88-4ef4-bfff-43bcf12885ad	US	DWC_ARCHIVE	2021-06-01T23:41:10.386+00:00	2021-06-01T23:41:34.221+00:00	490	66522820-055c-11d8-b84e-b8a03c50a862	PRESERVED_SPECIMEN	PRESENT	MALE	4972386	1	44	359	1459	9456	2437422	2437444	2437444	Tamias merriami J.A.Allen, 1889	Animalia	Chordata	Rodentia	Sciuridae	Tamias	Tamias merriami	Neotamias	merriami	SPECIES	SYNONYM	LC	744	NORTH_AMERICA	California	1893	2	19	1893-02-19	2021-06-01T23:41:34.221+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	FALSE	WGS84	Mammalia	US	United States of America	urn:catalog:CAS:MAM:18373	http://grscicoll.org/institutional-collection/mammalogy-0	NA	North America; USA; California; San Mateo Co.	19 Feb 1893	http://grscicoll.org/institution/california-academy-sciences	http://grscicoll.org/institution/california-academy-sciences	2002-12-22 00:00:00.0	unverified	San Mateo Co.	Searsville	583501418	CASMAM	en	urn:catalog:CAS:MAM:18373	PhysicalObject	SS	18373	W. W. Price	CASC	50	http://grscicoll.org/institutional-collection/mammalogy-0	Animalia; Chordata; Mammalia; Rodentia; Sciuridae	Terrain Navigator 5.03 USGS 1:24,000	NA	NA	NA	NA	NA	SU 260	NA	26
Neotamias merriami (J.A.Allen, 1889)	-122.1628742927641	37.16209713118799	cdrep,txmathi	gbif	583501513	Neotamias merriami (J.A.Allen, 1889)	6ce7290f-47f6-4046-8356-371f5b6749df	66522820-055c-11d8-b84e-b8a03c50a862	a43950ae-eb88-4ef4-bfff-43bcf12885ad	US	DWC_ARCHIVE	2021-06-01T23:41:10.386+00:00	2021-06-01T23:41:34.271+00:00	490	66522820-055c-11d8-b84e-b8a03c50a862	PRESERVED_SPECIMEN	PRESENT	MALE	4972386	1	44	359	1459	9456	2437422	2437444	2437444	Tamias merriami J.A.Allen, 1889	Animalia	Chordata	Rodentia	Sciuridae	Tamias	Tamias merriami	Neotamias	merriami	SPECIES	SYNONYM	LC	5393	NORTH_AMERICA	California	1893	4	20	1893-04-20	2021-06-01T23:41:34.271+00:00	http://creativecommons.org/publicdomain/zero/1.0/legalcode	FALSE	WGS84	Mammalia	US	United States of America	urn:catalog:CAS:MAM:18398	http://grscicoll.org/institutional-collection/mammalogy-0	NA	North America; USA; California; Santa Cruz Co.	20 Apr 1893	http://grscicoll.org/institution/california-academy-sciences	http://grscicoll.org/institution/california-academy-sciences	2002-12-05 00:00:00.0	unverified	Santa Cruz Co.	Near Boulder Creek	583501513	CASMAM	en	urn:catalog:CAS:MAM:18398	PhysicalObject	SS	18398	C. H. Gilbert	CASC	110	http://grscicoll.org/institutional-collection/mammalogy-0	Animalia; Chordata; Mammalia; Rodentia; Sciuridae	Terrain Navigator 3.02 USGS 1:24,000	NA	NA	NA	NA	NA	SU 364	included both Boulder Creek the stream and the town.	27
