"","UCM_Number","Canister","Class","Order","Family","Subfamily","Genus","Species","Element","Notes","Museum_Number","name"
"139","NSF-16-146","A2/L4","Mammalia","Rodentia","Cricetidae","Neotominae","Neotoma","","lower right m2","","LACMP23-28267",NA
"140","NSF-16-147","A2/L4","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","","lower right m1","","LACMP23-28268",NA
"141","NSF-16-148","A2/L4","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","","lower left m1","","LACMP23-28269",NA
"142","NSF-16-149","A2/L4","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","","lower right m1","","LACMP23-28270",NA
"143","NSF-16-150","A2/L4","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","","upper right M1","","LACMP23-28271",NA
"144","NSF-16-151","A2/L4","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","","upper left M2","anterior loop broken","LACMP23-28272",NA
"145","NSF-16-152","A2/L4","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","lower m3","","LACMP23-28273",NA
"146","NSF-16-153","A2/L4","Mammalia","Rodentia","Sciuridae","","Otospermophilus","cf. beecheyi","lower left molar","","LACMP23-28274",NA
"147","NSF-16-154","A2/L4","Mammalia","Rodentia","Sciuridae","","Otospermophilus","cf. beecheyi","juv. lower right m1/m2","","LACMP23-28275",NA
"148","NSF-16-155","A2/L4","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","","upper left P2","","LACMP23-28276",NA
"149","NSF-16-156","A2/L4","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","","upper right P2","","LACMP23-28277",NA
"150","NSF-16-157","A2/L4","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","","upper tooth","","LACMP23-28278",NA
"151","NSF-16-158a","A2/L4","Mammalia","Lagomorpha","Leporidae","","","","tooth frag","","LACMP23-28279",NA
"152","NSF-16-158b","A2/L4","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","upper tooth frag","","LACMP23-28280",NA
"153","NSF-16-158c","A2/L4","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","upper right tooth frag","","LACMP23-28281",NA
"154","NSF-16-158d","A2/L4","Mammalia","Lagomorpha","Leporidae","","","","tooth frag","","LACMP23-28282",NA
"155","NSF-16-158e","A2/L4","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","upper tooth frag","","LACMP23-28283",NA
"156","NSF-16-159","A2/L4","Mammalia","Rodentia/Lagomorpha","","","","","misc. incisors","","LACMP23-28284; LACMP23-28285; LACMP23-28286; LACMP23-28287; LACMP23-28288; LACMP23-28289; LACMP23-28290",NA
"157","NSF-16-160","A2/L4","Mammalia","Rodentia/Lagomorpha","","","","","misc. skull and dentary frags","","",NA
"158","NSF-16-161","A2/L4","Mammalia","Carnivora","","","","","premolar cusp frag","","LACMP23-28291",NA
"159","NSF-16-162","A2/L4","Mammalia","","","","","","baculum?","","LACMP23-28292",NA
"160","NSF-16-163","A2/L4","Mammalia","Rodentia","Cricetidae","Neotominae","Peromyscus","sp.","upper right M1","","LACMP23-28293",NA
"161","NSF-16-164","A2/L4","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","","molar fragment","","LACMP23-28294",NA
"162","NSF-16-165","A2/L4","Mammalia","Rodentia","Sciuridae","","cf. Otospermophilus","beecheyi","partial upper left M1-M2","","LACMP23-28295",NA
"163","NSF-16-166","A2/L4","Mammalia","cf. Rodentia","","","","","tooth frag ","strange looking","LACMP23-28296",NA
"164","NSF-16-167","A2/L4","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","partial upper tooth","","LACMP23-28297",NA
"165","NSF-16-168","A2/L4","Mammalia","Carnivora","","","","","incisor","","LACMP23-28298",NA
"166","NSF-16-169","A2/L4","Mammalia","Carnivora","","","","","incisor","","LACMP23-28299",NA
"167","NSF-16-170","A2/L4","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","","left upper M3","","LACMP23-28300",NA
"168","NSF-16-171","A2/L4","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","","lower molar fragment","","LACMP23-28301",NA
"169","NSF-16-172","A2/L4","Mammalia","Rodentia","Heteromyidae","","Perognathus","sp.","upper left M1/M2","","LACMP23-28302",NA
"170","NSF-16-173","A2/L4","Mammalia","","","","","","partial tooth incisor","","LACMP23-28303",NA
"171","NSF-16-174","A2/L4","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","","upper right M1","","LACMP23-28204",NA
"172","NSF-16-175","A2/L4","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","","upper right M2","","LACMP23-28305",NA
"173","NSF-16-176","A2/L4","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","","lower right M3","","LACMP23-28306",NA
"174","NSF-16-177","A2/L4","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","","lower left M3","","LACMP23-28307",NA
"175","NSF-16-178","A2/L4","Mammalia","Rodentia","Geomyidae","","Thomomys","sp.","lower left m1/m2","","LACMP23-28308",NA
"176","NSF-16-179","A2/L4","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","","lower right M2","","LACMP23-28309",NA
"177","NSF-16-180","A2/L4","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","","lower right M2","anterior broken","LACMP23-28310",NA
"178","NSF-16-181","A2/L4","Mammalia","Rodentia","Sciuridae","","","","lower molar fragment","","LACMP23-28311",NA
"179","NSF-16-182","A2/L4","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","","lower left M2","posterior broken","LACMP23-28312",NA
"180","NSF-16-183","A2/L4","Mammalia","Rodentia","Cricetidae","Neotominae","cf. Peromyscus","","moderately worn lower left m2","","LACMP23-28313",NA
"181","NSF-16-184","A2/L4","Mammalia","Rodentia","Sciuridae","","Otospermophilus","cf. beecheyi","partial upper right P4","","LACMP23-28314",NA
"182","NSF-16-185","A2/L4","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","lower left tooth","","LACMP23-28315",NA
"183","NSF-16-186","A2/L4","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","","upper right M1","","LACMP23-28316",NA
"184","NSF-16-187","A2/L4","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","upper left tooth","","LACMP23-28317",NA
"185","NSF-16-188","A2/L4","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","","lower right m1","","LACMP23-28318",NA
"186","NSF-16-189","A2/L4","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","","upper molar fragment","","LACMP23-28319",NA
"187","NSF-16-190","A2/L4","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","","upper left M2","anterior loop broken","LACMP23-28320",NA
"188","NSF-16-191","A2/L4","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","","upper right M1 fragment","","LACMP23-28321",NA
"189","NSF-16-192","A2/L4","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","lower left tooth (2 frags)","","LACMP23-28322; LACMP23-28323",NA
"190","NSF-16-193","A2/L4","Mammalia","Carnivora","Canidae","","Canis","sp.","upper right incisor fragment","","LACMP23-28324",NA
"191","NSF-16-194","A2/L4","Mammalia","Rodentia/Lagomorpha","","","","","misc. incisors and tooth frags","","Not Cataloged",NA
"192","NSF-16-195","A2/L5","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","","lower right m1","","LACMP23-28325",NA
"193","NSF-16-196","A2/L5","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","","lower right m1","","LACMP23-28326",NA
"194","NSF-16-197","A2/L5","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","","lower right m1","","LACMP23-28327",NA
"195","NSF-16-198","A2/L5","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","","lower left m1","","LACMP23-28328",NA
"196","NSF-16-199","A2/L5","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","","upper right M1","","LACMP23-28329",NA
"197","NSF-16-200","A2/L5","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","","upper left M1","","LACMP23-28330",NA
"198","NSF-16-201","A2/L5","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","","upper right M3","","LACMP23-28331",NA
"199","NSF-16-202","A2/L5","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","","upper left M3","","LACMP23-28333",NA
"200","NSF-16-203","A2/L5","Mammalia","Rodentia","Sciuridae","","Otospermophilus","cf. beecheyi","upper left P4","","LACMP23-28334",NA
"201","NSF-16-204","A2/L5","Mammalia","Rodentia","Sciuridae","","Otospermophilus","cf. beecheyi","upper left M3","","LACMP23-28335",NA
"202","NSF-16-205","A2/L5","Mammalia","Rodentia","Sciuridae","","Otospermophilus","cf. beecheyi","partial upper right P4","","LACMP23-28336",NA
"203","NSF-16-206","A2/L5","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","right maxilla and zygoma w/ P3","","LACMP23-28337",NA
"204","NSF-16-207","A2/L5","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","upper right tooth","","LACMP23-28338",NA
"205","NSF-16-208","A2/L5","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","upper right tooth","","LACMP23-28339",NA
"206","NSF-16-209","A2/L5","Mammalia","Rodentia","Geomyidae","","Thomomys","cf. bottae","upper left P4","","LACMP23-28340",NA
"207","NSF-16-210","A2/L5","Mammalia","Rodentia/Lagomorpha","","","","","Misc. rodent/lagomorph partial teeth, incisors, and skull frags","","Not Cataloged",NA
"208","NSF-16-211","A2/L5","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","cf. audubonii","juv. lower right p3","enamel band complexity b/w typical S. bachmani and S. audubonii","LACMP23-28341",NA
"209","NSF-16-212","A2/L5","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","lower left tooth","","LACMP23-28332",NA
"210","NSF-16-213","A2/L5","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","upper right tooth","","LACMP23-28342",NA
"211","NSF-16-214","A2/L5","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","maxillary frag w/ tooth alveolus","","LACMP23-28343",NA
"212","NSF-16-215","A2/L5","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","sp.","upper right M3","","LACMP23-28344",NA
"213","NSF-16-216","A2/L5","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","lower m3","","LACMP23-28345",NA
"214","NSF-16-217","A2/L5","Mammalia","Carnivora","Mustelidae","","Mustela","cf. frenata","lower right m2","","LACMP23-28390",NA
"215","NSF-16-218","A2/L5","Mammalia","Lagomorpha","Leporidae","","cf. Sylvilagus","sp.","partial tooth","","LACMP23-28391",NA
"216","NSF-16-219a","A2/L5","Mammalia","Rodentia","Cricetidae","Arvicolinae","cf. Microtus","","molar frag","","LACMP23-28392",NA
"217","NSF-16-219b","A2/L5","Mammalia","Rodentia","Cricetidae","Arvicolinae","cf. Microtus","","molar frag","","LACMP23-28393",NA
"218","NSF-16-220","A2/L5","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","sp.","partial molar","","LACMP23-28394",NA
"219","NSF-16-221","A2/L5","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","sp.","upper right M2","","LACMP23-28395",NA
"220","NSF-16-222","A2/L5","Mammalia","Rodentia","","","","","anterior left dentary frag","","LACMP23-28396",NA
"221","NSF-16-223","A2/L5","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","sp.","upper right M2","occlusal surface worn/broken","LACMP23-28397",NA
"222","NSF-16-224","A2/L5","Mammalia","Rodentia","Cricetidae","","","","lower molar","broken in three frags","LACMP23-28398",NA
"223","NSF-16-225","A2/L5","Mammalia","cf. Rodentia","","","","","tooth","strange looking","LACMP23-28399",NA
"224","NSF-16-226","A2/L5","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","sp.","lower right m2","","LACMP23-28400",NA
"225","NSF-16-227","A2/L5","Mammalia","Rodentia","Cricetidae","Neotominae","Peromyscus","sp.","upper left M1","","LACMP23-28401",NA
"226","NSF-16-228","A2/L5","Mammalia","Lagomorpha","Leporidae","","cf. Sylvilagus","sp.","partial tooth","","LACMP23-28402",NA
"227","NSF-16-229a","A2/L5","Mammalia","Rodentia","Cricetidae","Arvicolinae","cf. Microtus","","molar frag","","LACMP23-28403",NA
"228","NSF-16-229b","A2/L5","Mammalia","Rodentia","Cricetidae","Arvicolinae","cf. Microtus","","molar frag","","LACMP23-28404",NA
"229","NSF-16-230","A2/L5","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","sp.","upper left M2","","LACMP23-28503",NA
"230","NSF-16-231","A2/L5","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","sp.","upper left M3","","LACMP23-28504",NA
"231","NSF-16-232","A2/L5","Mammalia","Rodentia","Sciuridae","","cf. Otospermophilus","beecheyi","upper left M1/M2","looks different, possibly due to wear","LACMP23-28505",NA
"232","NSF-16-233","A2/L5","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","sp.","lower right m2","","LACMP23-28506",NA
"233","NSF-16-234","A2/L5","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","sp.","molar frag","","LACMP23-28507",NA
"234","NSF-16-235","A2/L5","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","upper left tooth cap","","LACMP23-28508",NA
"235","NSF-16-415","A2/L6","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","juv. lower tooth","","LACMP23-29225",NA
"236","NSF-16-416","A2/L6","Mammalia","Rodentia","","","","","upper incisor ","","LACMP23-29226",NA
"237","NSF-16-249","B1/L2","Mammalia","Carnivora","Mephitidae","","Mephitis","mephitis","lower right m2","","LACMP23-28522","Mephitis mephitis"
"238","NSF-16-250","B1/L2","Mammalia","Carnivora","","","","","incisor","","LACMP23-28523",NA
"239","NSF-16-251","B1/L2","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","sp.","partial molar","","LACMP23-28524",NA
"240","NSF-16-252","B1/L2","Mammalia","Rodentia","Cricetidae","Neotominae","Reithrodontomys","cf. megalotis","lower right m1","","LACMP23-28525",NA
"241","NSF-16-253","B1/L2","Mammalia","Rodentia","cf. Cricetidae","Neotominae","","","maxillary frag w/ tooth alveolus","","LACMP23-28526",NA
"242","NSF-16-254","B1/L2","Mammalia","Rodentia","Sciuridae","","Otospermophilus","cf. beecheyi","juv. lower right m1","","LACMP23-28527",NA
"243","NSF-16-255","B1/L2","Mammalia","Rodentia","Sciuridae","","Otospermophilus","cf. beecheyi","upper left P4","","LACMP23-28528",NA
"244","NSF-16-256","B1/L2","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","left anterior dentary frag","","LACMP23-28529",NA
"245","NSF-16-257","B1/L2","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","lower tooth","weathered","LACMP23-28530",NA
"246","NSF-16-258","B1/L2","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","upper left tooth frag","","LACMP23-28531",NA
"247","NSF-16-259","B1/L2","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","upper left tooth frag","","LACMP23-28532",NA
"248","NSF-16-260","B1/L2","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","upper tooth frag","","LACMP23-28533",NA
"249","NSF-16-261","B1/L2","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","upper left tooth frag","","LACMP23-28534",NA
"250","NSF-16-262","B1/L2","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","upper tooth frag","","LACMP23-28535",NA
"251","NSF-16-263","B1/L2","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","upper tooth frag","","LACMP23-28536",NA
"252","NSF-16-264","B1/L2","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","juv. upper right P2","","LACMP23-28537",NA
"253","NSF-16-236","B1/L3","Mammalia","Rodentia","Cricetidae","Neotominae","Neotoma","","lower left m1","","LACMP23-28509",NA
"254","NSF-16-237","B1/L3","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","sp.","lower right m2","","LACMP23-28510",NA
"255","NSF-16-238","B1/L3","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","sp.","lower left m3","","LACMP23-28511",NA
"256","NSF-16-239","B1/L3","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","sp.","molar frag","","LACMP23-28512",NA
"257","NSF-16-240","B1/L3","Mammalia","Rodentia","Cricetidae","Neotominae","cf. Peromyscus","","right dentary frag w/o teeth","","LACMP23-28513",NA
"258","NSF-16-241","B1/L3","Mammalia","Rodentia","Cricetidae","Neotominae","Peromyscus","sp.","upper left M2","","LACMP23-28514",NA
"259","NSF-16-242","B1/L3","Mammalia","Rodentia","Cricetidae","Neotominae","Peromyscus","sp.","lower right m1","","LACMP23-28515",NA
"260","NSF-16-243","B1/L3","Mammalia","Rodentia","Cricetidae","Neotominae","cf. Peromyscus","","lower left m2","relatively high-crowed, possibly Onychomys","LACMP23-28516",NA
"261","NSF-16-244","B1/L3","Mammalia","Rodentia","Cricetidae","Neotominae","cf. Peromyscus","","lower left m2 frag","","LACMP23-28517",NA
"262","NSF-16-245","B1/L3","Mammalia","Rodentia","Sciuridae","","","","lower molar fragment","","LACMP23-28518",NA
"263","NSF-16-246","B1/L3","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","audubonii","juv. lower right p3","","LACMP23-28519","Sylvilagus audubonii"
"264","NSF-16-247","B1/L3","Mammalia","Lagomorpha","Leporidae","","cf. Sylvilagus","sp.","upper right tooth","","LACMP23-28520",NA
"265","NSF-16-248","B1/L3","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","upper tooth frag","","LACMP23-28521",NA
"266","NSF-16-265","B1/L4","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","","lower left m1","fractured anteriorly","LACMP23-28538",NA
"267","NSF-16-266","B1/L4","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","sp.","upper right M1","fractured posteriorly","LACMP23-28539",NA
"268","NSF-16-267","B1/L4","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","sp.","upper left M1","fractured posteriorly","LACMP23-28540",NA
"269","NSF-16-268","B1/L4","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","sp.","lower left m2","","LACMP23-28541",NA
"270","NSF-16-269","B1/L4","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","sp.","lower left m2","","LACMP23-28542",NA
"271","NSF-16-270","B1/L4","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","sp.","molar frag","","LACMP23-28543",NA
"272","NSF-16-271","B1/L4","Mammalia","Rodentia","Cricetidae","Arvicolinae","cf. Microtus","sp.","right dentary frag w/ tooth alveolus","","LACMP23-28544",NA
"273","NSF-16-272","B1/L4","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","sp.","right dentary frag w/ tooth alveolus","","LACMP23-28545",NA
"274","NSF-16-273","B1/L4","Mammalia","Rodentia","Cricetidae","Neotominae","Onychomys","torridus","lower left m1","","LACMP23-28546",NA
"275","NSF-16-274","B1/L4","Mammalia","Rodentia","Geomyidae","","Thomomys","cf. bottae","upper right P4","","LACMP23-28547",NA
"276","NSF-16-275","B1/L4","Mammalia","Rodentia","Geomyidae","","Thomomys","sp.","upper left M1/M2","","LACMP23-28548",NA
"277","NSF-16-276","B1/L4","Mammalia","Rodentia","Sciuridae","","Otospermophilus","cf. beecheyi","upper left M3 ","","LACMP23-28549",NA
"278","NSF-16-277","B1/L4","Mammalia","Rodentia","Sciuridae","","cf. Otospermophilus","beecheyi","partial lower left m3","","LACMP23-28550",NA
"279","NSF-16-278","B1/L4","Mammalia","Rodentia","Sciuridae","","Otospermophilus","cf. beecheyi","lower left p4","","LACMP23-28551",NA
"280","NSF-16-279","B1/L4","Mammalia","Rodentia","Sciuridae","","cf. Otospermophilus","beecheyi","partial lower right p4","lingual half missing","LACMP23-28552",NA
"281","NSF-16-280","B1/L4","Mammalia","Carnivora","","","","","posterior lower left premolar frag","","LACMP23-28553",NA
"282","NSF-16-281","B1/L4","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","upper tooth","broken occlusal surface","LACMP23-28554",NA
"283","NSF-16-282","B1/L4","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","audubonii","juv. lower left p3","","LACMP23-28555","Sylvilagus audubonii"
"284","NSF-16-283","B1/L4","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","cf. bachmani","juv. lower right p3","","LACMP23-28556",NA
"285","NSF-16-284","B1/L4","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","upper left tooth","","LACMP23-28557",NA
"286","NSF-16-285","B1/L4","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","right premaxilla","","LACMP23-28558",NA
"287","NSF-16-286","B1/L4","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","left maxilla w/o teeth","","LACMP23-28559",NA
"288","NSF-16-287","B1/L4","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","right maxilla fragment","","LACMP23-28560",NA
"289","NSF-16-321","B1/L5","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","sp.","upper left M3","","LACMP23-28622",NA
"290","NSF-16-322","B1/L5","Mammalia","Rodentia","Cricetidae","Neotominae","","","right posterior jaw frag","","LACMP23-28623",NA
"291","NSF-16-323","B1/L5","Mammalia","Rodentia","Sciuridae","","cf. Otospermophilus","beecheyi","lower right m3","","LACMP23-28624",NA
"292","NSF-16-324","B1/L5","Mammalia","Rodentia","Sciuridae","","","","lower molar","","LACMP23-28625",NA
"293","NSF-16-325","B1/L5","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","upper tooth frag","","LACMP23-28626",NA
"294","NSF-16-326","B1/L5","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","upper tooth frag","","LACMP23-28627",NA
"295","NSF-16-291","B1/L8","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","audubonii","lower left p3","","LACMP23-28592","Sylvilagus audubonii"
"296","NSF-16-292","B1/L8","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","left maxilla w/ upper P3","","LACMP23-28593",NA
"297","NSF-16-293","B1/L8","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","right maxillary/palatal frag","","LACMP23-28594",NA
"298","NSF-16-294","B1/L8","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","left dentary frag w/ p4 and m1","","LACMP23-28595",NA
"299","NSF-16-295","B1/L8","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","upper left tooth","","LACMP23-28596",NA
"300","NSF-16-296","B1/L8","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","upper left tooth cap","","LACMP23-28597",NA
"301","NSF-16-297","B1/L8","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","lower left tooth","","LACMP23-28598",NA
"302","NSF-16-298","B1/L8","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","lower right tooth","","LACMP23-28599",NA
"303","NSF-16-299","B1/L8","Mammalia","Carnivora","Mephitidae","","cf. Spilogale","","posterior left dentary fragment","m2 and partial m1 alveolus preserved","LACMP23-28600",NA
"304","NSF-16-300","B1/L8","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","sp.","right partial dentary w/o teeth","","LACMP23-28601",NA
"305","NSF-16-301","B1/L8","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","sp.","lower right m2","","LACMP23-28602",NA
"306","NSF-16-302","B1/L8","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","sp.","lower right m3","","LACMP23-28603",NA
"307","NSF-16-303","B1/L8","Mammalia","Rodentia","Cricetidae","Neotominae","cf. Peromyscus","","left maxillary frag w/o teeth","","LACMP23-28604",NA
"308","NSF-16-304","B1/L8","Mammalia","Rodentia","Sciuridae","","","","right maxilla w/o teeth","","LACMP23-28605",NA
"309","NSF-16-305","B1/L8","Mammalia","Rodentia","Sciuridae","","cf. Otospermophilus","beecheyi","lower right m1","","LACMP23-28606",NA
"310","NSF-16-306","B1/L8","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","","right anterior dentary frag w/ m1","","LACMP23-28607",NA
"311","NSF-16-307","B1/L8","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","sp.","upper left M1","","LACMP23-28608",NA
"312","NSF-16-308","B1/L8","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","right anterior dentary frag","","LACMP23-28609",NA
"313","NSF-16-309","B1/L8","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","left premaxilla with incisor","","LACMP23-28610",NA
"314","NSF-16-310","B1/L8","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","upper right tooth","","LACMP23-28611",NA
"315","NSF-16-311","B1/L8","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","upper right tooth","","LACMP23-28612",NA
"316","NSF-16-312","B1/L8","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","upper left tooth","","LACMP23-28613",NA
"317","NSF-16-313","B1/L8","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","upper right tooth","","LACMP23-28614",NA
"318","NSF-16-314","B1/L8","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","upper tooth frag","","LACMP23-28615",NA
"319","NSF-16-315","B1/L8","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","lower right tooth","","LACMP23-28616",NA
"320","NSF-16-316","B1/L8","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","lower right tooth","","LACMP23-28617",NA
"321","NSF-16-317","B1/L8","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","lower right tooth","","LACMP23-28618",NA
"322","NSF-16-318","B1/L8","Mammalia","Carnivora","Mustelidae","","cf. Mustela","frenata","upper left P3","","LACMP23-28619",NA
"323","NSF-16-319","B1/L8","Mammalia","Carnivora","Mustelidae","","cf. Taxidea","taxus","left P2/right p2","","LACMP23-28620",NA
"324","NSF-16-320","B1/L8","Mammalia","Carnivora","Canidae","","Canis","latrans","lower right p2","","LACMP23-28621","Canis latrans"
"325","NSF-16-14","B2/L2","Mammalia","Rodentia/Lagomorpha","","","","","incisor","","LACMP23-28094",NA
"326","NSF-16-15","B2/L2","Mammalia","Rodentia/Lagomorpha","","","","","incisor","","LACMP23-28095",NA
"327","NSF-16-16","B2/L2","Mammalia","Lagomorpha","Leporidae","","","","lower right tooth","Occlusal surface partially broken","LACMP23-28096",NA
"328","NSF-16-17","B2/L2","Mammalia","Rodentia","Sciuridae","","Otospermophilus","cf. beecheyi","upper left M3","","LACMP23-28097",NA
"329","NSF-16-18","B2/L2","Mammalia","Rodentia","Sciuridae","","cf. Otospermophilus","beecheyi","partial lower left molar","","LACMP23-28098",NA
"330","NSF-16-19","B2/L2","Mammalia","Lagomorpha","Leporidae","","Sylvilagus","sp.","lower right tooth","Occlusal surface partially broken","LACMP23-28099",NA
"331","NSF-16-20a","B2/L2","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","sp.","Left upper M1","","LACMP23-28100",NA
"332","NSF-16-20b","B2/L2","Mammalia","Rodentia","Cricetidae","Arvicolinae","Microtus","sp.","upper left M2","anterior loop broken","LACMP23-28101",NA
"333","NSF-16-21","B2/L2","Mammalia","Rodentia","Heteromyidae","","cf. Dipodomys","sp.","tooth frag","","LACMP23-28102",NA
